policy_id,month,age,tenure_m,premium,coverage,premium_change_90d,region,has_agent,is_smoker,dependents,lapse_next_3m,post_event_call_count
1658,2023-03,64,12,179.87722610969112,18653.02343346469,-0.1032747465150256,E,1,0,1,1,6
1659,2023-03,29,47,172.959651458337,23270.202661446885,0.10480686287510416,E,0,0,3,0,0
1660,2023-03,62,12,81.10161457862479,11857.967284819184,0.09623603998888171,E,0,0,2,0,1
1661,2023-03,64,25,173.55791516994074,16373.074219831076,0.18177025739243113,N,0,0,3,0,0
1662,2023-03,43,31,183.37615712725793,23734.938161456852,-0.02820027493305459,N,0,0,1,0,1
1663,2023-03,18,66,81.34753289560221,9624.042103804879,-0.011579529807478763,N,0,0,0,0,0
1664,2023-03,35,20,153.88243732767637,9930.46673655245,0.04324644658449417,E,0,0,0,0,0
1665,2023-03,64,38,229.91642366446206,23314.495058654615,0.17851597363433908,E,0,0,2,0,0
1666,2023-03,44,12,201.22613283533312,10437.39396901428,-0.07485147213918408,N,0,0,0,0,0
1667,2023-03,30,62,170.89278810142406,25588.145397470977,0.004498784357610075,E,1,0,3,0,0
1668,2023-03,37,45,103.77468912659354,7307.973708268634,-0.25,W,1,0,1,0,1
1669,2023-03,57,6,284.19261028388394,21648.841510032966,0.03388351352670112,N,0,0,0,0,0
1670,2023-03,53,23,229.84725575925876,14678.763512029002,0.01174365696091819,E,0,0,2,0,1
1671,2023-03,41,12,236.7941804808743,20914.950976812175,0.1391291786396494,E,0,0,2,0,0
1672,2023-03,39,27,129.4625316825593,9471.05778346156,0.02260981267960385,S,0,0,0,0,1
1673,2023-03,39,30,390.5072251949873,55484.79680097924,-0.1860433845962216,S,1,1,1,0,1
1674,2023-03,31,101,95.60647919056629,6329.805560115016,-0.10219445691616112,E,1,0,1,0,0
1675,2023-03,69,107,121.004960229543,15762.599587135737,-0.21826167003429697,C,0,0,1,0,0
1676,2023-03,40,30,200.12214931108343,22624.290138877608,-0.10076298191401672,W,0,1,0,0,0
1677,2023-03,63,52,126.25933191128831,10155.600237343362,0.03223416354061722,E,0,0,2,0,1
1678,2023-03,67,54,192.12871076256047,20135.975641905086,-0.038848137482223634,W,0,0,0,0,0
1679,2023-03,59,8,203.28572590333727,22989.5872227572,0.004400527457332456,S,0,0,4,0,0
1680,2023-03,38,25,114.68896117371283,10486.314852520729,0.05584022831375668,E,1,0,1,0,1
1681,2023-03,51,32,221.55062247913418,17561.611257985813,0.000894414271343174,E,1,0,1,0,1
1682,2023-03,44,4,187.49212603221847,27671.596719251553,-0.22825650286395513,N,0,0,1,1,9
1683,2023-03,31,32,306.1998887919733,45036.12950009545,-0.13502167272801965,W,0,0,0,0,3
1684,2023-03,49,70,186.2732867720033,24981.092975651372,-0.048400246490063165,E,1,0,0,0,0
1685,2023-03,27,48,91.66280657925216,10465.10034419549,0.19551306450250538,S,0,0,2,0,1
1686,2023-03,62,55,152.15963527804124,10561.124555660886,-0.05545275110498058,C,0,0,1,0,0
1687,2023-03,38,75,113.13472572732178,15002.295363065068,0.19152156346220306,N,0,0,1,0,1
1688,2023-03,48,52,327.2850432378192,23155.193823388643,0.008311901632819285,S,1,0,2,0,0
1689,2023-03,49,17,268.1750559141771,26645.2353273509,-0.037286396580196765,N,0,0,0,0,1
1690,2023-03,41,29,79.80741461934038,11357.166007562932,-0.037572100637676215,W,1,0,4,0,1
1691,2023-03,53,17,102.80391159617444,9604.387509066059,0.021839255509289456,W,1,0,1,0,0
1692,2023-03,37,95,114.58962111621159,9479.332081097342,-0.08666459008324838,S,1,0,0,0,0
1693,2023-03,58,43,318.5008215802179,38261.608307946204,-0.002257536990403305,E,1,0,2,0,2
1694,2023-03,24,13,145.20886950144157,15949.599772565247,0.041571378683290666,S,0,0,0,0,1
1695,2023-03,46,107,182.0158173923541,25594.445339032056,0.13607301534136718,W,0,0,0,0,0
1696,2023-03,74,38,80.27359434663764,11100.741003697876,0.03242750459495432,E,1,0,0,0,0
1697,2023-03,29,7,345.64809769053375,36457.2022295763,-0.17867596168626984,S,1,0,0,0,2
1698,2023-03,34,44,67.70968089448527,9187.827205416555,0.004044801034431038,C,0,0,4,0,0
1699,2023-03,52,44,134.85035243854747,15333.252302032593,0.06962359342271458,S,0,0,2,0,0
1700,2023-03,47,52,246.58718217681297,12391.222280748452,-0.044554975143101694,N,1,0,1,0,2
1701,2023-03,50,38,310.7602044715305,35117.40988578318,0.2299777867630661,E,1,1,3,0,1
1702,2023-03,52,9,102.74822601462846,9782.18331202633,0.12547089582589394,C,0,0,0,0,1
1703,2023-03,54,18,617.1152198956653,82591.2125337636,-0.04945965681253319,S,0,1,1,1,5
1704,2023-03,61,28,246.9211670382221,29354.078811160623,-0.20323368744398987,N,0,1,0,0,1
1705,2023-03,51,19,286.428389384126,22742.679459414343,-0.200717602239727,S,0,0,1,0,2
1706,2023-03,41,11,123.65852002139953,6780.727227436288,-0.0928903561412936,E,0,0,0,0,1
1707,2023-03,55,37,139.0079735014232,10692.810473958712,-0.11327767195995356,N,0,0,1,0,1
1708,2023-03,73,41,335.5118085359036,34977.27140268035,0.10033045414754807,E,0,1,2,0,2
1709,2023-03,43,46,160.9210904773149,9891.522993376115,-0.16903489237650035,C,0,0,1,0,1
1710,2023-03,30,111,344.699994827066,19002.858445764166,0.014295187655364592,E,1,1,2,0,0
1711,2023-03,61,5,196.91964792867512,10639.213896395631,0.039542376259930456,S,1,0,2,0,0
1712,2023-03,43,2,153.87373044853206,21216.574038937775,0.0007902344020385426,S,0,0,1,0,0
1713,2023-03,18,16,60.088004546453874,7415.934230123758,-0.152165714220929,N,0,0,2,0,0
1714,2023-03,57,18,200.75212915738604,19232.36751287343,-0.0634641044226489,C,1,0,0,0,1
1715,2023-03,36,5,160.20160943690524,15849.855823556423,0.1360893677117648,S,0,0,0,1,1
1716,2023-03,43,46,354.7014609966547,48505.01849372697,0.00796403099763501,S,1,0,1,0,0
1717,2023-03,49,40,366.8181333968054,37825.54412279787,0.1575401641648423,E,1,1,2,0,0
1718,2023-03,47,9,252.77219621240258,23393.462803311206,-0.10680260433691868,S,0,0,2,0,0
1719,2023-03,55,22,157.16145322074857,13779.328139825133,0.2021626640020366,E,1,0,0,0,1
1720,2023-03,38,18,114.06189870621161,10167.688347069927,-0.0993342712995417,N,0,0,2,0,1
1721,2023-03,52,25,129.93244312955198,16842.938663823134,0.19601742859913796,W,0,0,1,0,1
1722,2023-03,41,42,113.05593300161352,6548.755721355641,-0.08425373669722094,C,0,0,1,0,1
1723,2023-03,56,118,205.11360254884917,25580.595053867866,0.008389376324072736,E,0,0,2,0,1
1724,2023-03,54,29,118.4802156421382,14646.973945445869,-0.09433956373230733,C,1,0,2,0,0
1725,2023-03,30,62,83.97257405542156,12040.56181900861,0.007903337701952076,N,0,0,1,0,1
1726,2023-03,61,76,84.91507782594199,6650.971003208449,0.029801628058391205,E,0,0,1,0,0
1727,2023-03,36,5,86.51795499949093,11863.779375991537,0.11947682541296711,E,0,0,1,0,0
1728,2023-03,57,38,161.09889683927665,16120.37786911451,0.11897295890846249,E,1,0,0,0,0
1729,2023-03,50,15,254.03335791760583,36760.13137043441,-0.19810243764964858,S,0,0,3,1,7
1730,2023-03,72,38,163.3468509291947,13312.211985471886,0.09945420009003303,S,0,0,1,0,0
1731,2023-03,41,66,123.35780290593921,15535.663841126987,-0.11614555545212504,N,1,0,2,0,0
1732,2023-03,39,96,141.13171303915425,18665.019314939567,0.010067168042665374,S,0,0,1,0,0
1733,2023-03,44,3,105.3941315092973,15551.155419474399,-0.14288646401204588,N,1,0,4,0,1
1734,2023-03,40,2,255.31227561086797,20595.485587484513,-0.019812942028723957,W,0,1,0,0,0
1735,2023-03,56,12,360.6391739934598,35060.54285727082,0.08614466900520135,N,1,1,0,0,0
1736,2023-03,20,119,85.63879308754031,11192.207686881291,0.13222839413354667,N,1,0,2,0,1
1737,2023-03,29,7,89.66359050257175,12221.474597031394,-0.02382545739538355,E,0,0,1,1,4
1738,2023-03,28,104,64.27530685927762,6678.456836442345,-0.06287515992403302,E,0,1,1,0,0
1739,2023-03,59,12,134.7418219400175,12752.640965164066,-0.030164533002725896,C,1,0,2,0,0
1740,2023-03,70,39,196.87009811772032,24078.46772288412,0.021938863464054208,E,0,0,1,0,0
1741,2023-03,43,16,283.9971255490262,22579.6220125663,0.11994786779241598,S,1,0,0,0,2
1742,2023-03,42,197,99.34906145933249,9777.39467108154,-0.07028307786861042,W,0,0,2,0,0
1743,2023-03,46,17,217.45469243589991,19791.62914819979,0.07794480141929058,E,0,1,1,0,1
1744,2023-03,62,41,185.493874205545,23528.021149433433,-0.022590642477555503,N,0,0,0,0,1
1745,2023-03,31,27,134.03461496132024,16020.3057932461,0.05497511461771262,E,1,0,2,0,2
1746,2023-03,48,105,113.67698316627408,5965.440409859527,0.18716912472402364,C,0,0,2,0,0
1747,2023-03,59,54,168.68963482191552,14166.026484339973,0.053112744825501296,S,1,0,1,0,0
1748,2023-03,52,31,158.68088422224844,18594.317962604386,0.011397410559191218,S,1,1,1,0,0
1749,2023-03,47,7,106.3113353319281,11577.999037812539,0.0016903690556634495,N,0,0,1,0,0
1750,2023-03,60,17,206.6016555914376,30958.71835335372,0.0497666926607605,N,0,0,0,0,1
1751,2023-03,18,13,105.59965136728131,6160.718877897912,-0.06971121370299774,S,1,0,1,0,0
1752,2023-03,55,9,465.25834503551755,25278.764310083774,0.16664917683916414,E,0,1,1,0,0
1753,2023-03,35,25,67.6193079662494,9277.661045823175,0.022515969346400058,N,1,0,0,0,0
1754,2023-03,18,9,83.80805774184542,5167.157589196416,-0.047962428451245626,C,0,0,2,0,1
1755,2023-03,52,86,236.01583096182887,21901.85277484736,-0.09623523300126563,W,0,0,3,0,1
1756,2023-03,65,42,79.3744389049972,9305.763376251045,-0.06580720660206717,E,1,0,1,0,0
1757,2023-03,42,121,156.5502445103019,11013.43542301189,-0.027706268019892177,W,0,0,1,1,5
1758,2023-03,59,21,180.0890512913311,10219.272937835112,0.1056760613852865,N,0,0,0,0,1
1759,2023-03,69,30,197.18262901963246,13149.897340679148,0.1463817080701161,E,0,0,3,0,1
1760,2023-03,64,25,194.9054807980658,23971.162087811008,0.058960340168244765,E,0,0,4,0,1
1761,2023-03,69,63,198.7768600720654,17411.16717907921,-0.08337603463990416,W,0,0,1,0,2
1762,2023-03,56,7,212.9585388441771,14086.975332385204,-0.06505522097639835,W,1,0,1,0,0
1763,2023-03,46,16,282.8462817674751,14768.89306881242,-0.02220995512077053,S,0,0,2,1,4
1764,2023-03,20,6,147.17291679125975,17885.153598316363,0.15802955080685877,C,0,0,0,0,0
1765,2023-03,41,12,138.73352291599824,15403.610437842057,0.14056764635798344,N,1,0,1,0,0
1766,2023-03,32,5,168.19600880734092,12175.851054989622,-0.0684544365448715,C,0,0,0,0,1
1767,2023-03,77,5,306.6757986013354,33976.42554365225,0.22179741426293498,C,0,0,0,0,0
1768,2023-03,42,40,27.268088116224583,3883.4272126405854,0.01326868549044997,N,1,0,4,0,1
1769,2023-03,46,32,127.70359970468476,17509.353727305795,0.07252765667745492,W,1,1,1,0,1
1770,2023-03,53,2,70.34856314616307,7765.807400870056,0.10274409836926511,N,0,0,0,0,1
1771,2023-03,45,19,359.9693094194543,27004.923430504245,-0.033375446279129625,S,0,1,0,1,8
1772,2023-03,70,4,223.43597335815036,12605.331732493723,-0.0003197518446869282,E,0,0,2,0,0
1773,2023-03,35,4,74.72425389160041,6801.634980237268,0.05627384175947059,E,0,0,2,0,0
1774,2023-03,47,72,197.5323122773314,19841.834608482248,-0.08770339598357524,C,0,0,2,0,1
1775,2023-03,33,96,131.21462748382262,14232.155981325972,0.04691784670402844,E,0,0,1,0,0
1776,2023-03,25,56,77.83488865360286,11400.360730968441,-0.07181477550689717,E,0,0,0,0,1
1777,2023-03,35,24,84.82632851328796,4496.980377137258,0.034931379745369,W,0,0,2,0,0
1778,2023-03,44,15,317.8909609474405,29940.411487405087,-0.050023809179973705,C,0,1,2,0,0
1779,2023-03,38,44,151.2092716225852,12002.681194185367,-0.2088554252663557,N,1,0,2,0,2
1780,2023-03,34,4,168.75137082001032,24911.98497241993,-0.07370920348291284,C,0,1,0,0,0
1781,2023-03,23,136,142.6972145745573,13436.400269275893,0.06336418599051225,N,0,1,0,0,1
1782,2023-03,43,25,120.76225231655157,12493.185579445662,-0.012206710920791002,W,0,0,3,0,1
1783,2023-03,22,5,148.0209697478411,12622.295866324723,0.0978805837281964,S,0,0,0,0,0
1784,2023-03,56,43,122.29829210273364,9956.7138663569,-0.08771747702211641,N,1,0,0,0,1
1785,2023-03,46,65,256.9477167825719,17998.34257318771,-0.14149706169293316,S,0,1,3,0,0
1786,2023-03,23,15,153.78244297708147,15789.288535369009,-0.1246686493870209,E,0,0,2,0,0
1787,2023-03,40,53,106.4901118122769,7947.412679499348,0.034130305066890285,S,0,0,1,0,0
1788,2023-03,33,16,174.53293336230476,11942.685383529086,0.13689268174216526,N,1,0,0,0,0
1789,2023-03,49,38,168.82461535233796,12593.521378170773,0.15290376502422087,E,0,1,0,1,7
1790,2023-03,65,47,135.3130549681121,15786.698628912724,0.018742875535042402,C,0,0,1,0,0
1791,2023-03,18,28,81.71900991179844,6196.069496977089,0.059933368576961944,S,0,0,0,0,2
1792,2023-03,46,33,58.16600742832303,7247.678302306106,-0.038470250847510594,N,0,0,0,1,4
1793,2023-03,42,35,159.58704588360976,19613.06114478102,0.047459912748783833,S,0,1,3,0,1
1794,2023-03,55,26,162.38108143721095,13410.72486560396,-0.043986078805389614,N,0,0,0,0,0
1795,2023-03,48,177,165.39941754511287,16558.409410454144,0.01928374696656476,W,1,0,0,0,0
1796,2023-03,33,67,156.7927302083069,14000.306068657868,-0.1654056305633267,W,1,0,0,0,1
1797,2023-03,40,9,222.80764059294302,13315.856556866636,-0.07616694815223946,E,0,1,2,1,6
1798,2023-03,33,52,260.37457856490016,20487.304513962325,-0.020670107682233728,S,0,0,1,0,1
1799,2023-03,61,103,251.46759584796305,13844.883547499177,0.05463509281213685,W,0,1,1,0,1
1800,2023-03,45,40,171.51077579229442,22204.847115480894,-0.015848305596849518,E,1,0,1,0,0
1801,2023-03,73,43,285.5189433981697,22532.248968845288,-0.10621587880209767,W,0,0,1,0,0
1802,2023-03,44,3,44.21645086013189,5584.564154236752,0.2257620637550414,E,1,0,0,0,1
1803,2023-03,34,82,150.63598528962487,14617.722333861895,-0.20500366638403822,W,0,1,2,0,0
1804,2023-03,22,17,122.790843289288,17362.082191093934,0.16852241192036177,E,0,0,0,0,0
1805,2023-03,18,44,132.733162428255,11579.43320245089,-0.04577989875806185,S,0,1,1,0,0
1806,2023-03,21,19,69.47363949881553,10269.750887639686,-0.03633988918144317,C,0,0,1,0,0
1807,2023-03,49,8,80.18286707560681,7072.326428527003,-0.0811272732200936,E,1,0,0,0,1
1808,2023-03,52,29,290.37570703255767,32833.17814127963,0.17815094470945617,E,1,0,2,0,0
1809,2023-03,21,76,129.8806594064654,7519.340026927967,0.053145047512953826,N,0,0,1,0,1
1810,2023-03,58,132,175.4406248093556,17850.014639220408,0.018199782852233615,E,0,0,0,1,3
1811,2023-03,37,13,168.46265803777757,19629.060035858005,0.033829912745844785,E,1,0,3,0,1
1812,2023-03,47,41,124.00165339923741,15167.091386452827,-0.11341656413373087,N,1,0,2,0,0
1813,2023-03,69,2,461.06837552618845,38485.58415292909,0.06652590267467294,N,0,1,0,0,1
1814,2023-03,58,5,150.0951162157761,13070.299320135953,0.0270824348954684,E,0,0,1,1,2
1815,2023-03,40,51,160.19605322986698,16506.87672763043,0.025598157683199885,W,0,0,3,0,1
1816,2023-03,31,27,140.27260848481282,15130.515131884787,0.11565368631926154,E,0,0,1,0,0
1817,2023-03,18,24,95.10319988220154,8224.976406060383,-0.23033373823194114,N,0,0,1,0,0
1818,2023-03,34,18,97.97811148163423,10687.269579493084,-0.12898171337260175,E,0,0,2,0,0
1819,2023-03,41,98,176.67706881123758,24010.56578248563,0.043004183655985,N,0,0,2,0,0
1820,2023-03,30,103,115.59483578008877,10232.427890082212,-0.15594035897024713,S,0,0,1,0,1
1821,2023-03,43,21,94.97809163764062,10602.692209327955,0.1693418819678781,N,0,0,2,0,0
1822,2023-03,46,21,99.37640677875947,12956.26915391013,-0.13551629954442065,N,1,0,0,0,0
1823,2023-03,41,38,75.19600045534278,8827.327007951215,-0.0089651660031252,N,1,0,1,0,0
1824,2023-03,35,53,72.77079893992757,7693.6077060814905,-0.020492064326031886,S,0,0,0,0,0
1825,2023-03,47,13,163.47285554732238,12945.921570040367,0.056507804553267794,N,1,0,1,0,1
1826,2023-03,51,11,236.11113146136753,25904.513254422465,0.10309769978001707,S,1,0,0,0,0
1827,2023-03,28,40,64.38133923332283,9254.266474955773,0.12241138997264403,E,0,0,1,0,0
1828,2023-03,66,28,158.54147522229144,17570.556931108775,-0.09149787292541657,E,0,0,1,0,1
1829,2023-03,43,2,165.0879370742909,13130.63022585056,0.09736316298383912,S,1,0,2,0,1
1830,2023-03,45,16,78.15872938088368,3941.8724247300984,-0.02221116123494497,W,1,0,0,0,0
1831,2023-03,55,3,116.29178707630302,6074.660522845367,-0.033110235489488604,N,1,0,0,0,1
1832,2023-03,48,80,156.03058804109767,10600.859892688259,-0.17826199432327222,E,1,0,0,0,0
1833,2023-03,59,3,136.92893424554887,7198.585516100421,0.036268932056654005,N,0,0,2,0,1
1834,2023-03,49,37,153.79369760731856,12131.801270134934,-0.027192325412072255,N,0,0,0,0,0
1835,2023-03,35,17,395.51936300499983,46122.402241821284,0.06286555640138654,E,0,0,0,0,1
1836,2023-03,50,65,412.43832926243635,39129.47997193301,0.057329305616521546,E,0,1,2,0,0
1837,2023-03,27,20,135.19118072469,8622.583676257806,0.020898628452755252,C,0,0,2,0,0
1838,2023-03,46,33,121.03180887339848,17302.668869002755,0.02475595548473067,E,0,0,0,0,0
1839,2023-03,44,31,144.91137048939396,11077.527857107592,0.04858956527360045,C,0,1,2,0,0
1840,2023-03,41,7,140.8225497995795,18780.512068376836,-0.17314436517303286,N,1,0,3,0,0
1841,2023-03,43,32,90.37832395118816,13415.341463339197,0.18577618554689812,N,0,0,1,0,0
1842,2023-03,18,62,84.51345860680237,9176.436450807461,0.0589030355353986,N,0,0,2,0,0
1843,2023-03,36,25,89.32155047694876,8547.104862213808,0.02071024137001587,N,0,0,2,0,2
1844,2023-03,46,3,158.44768070271962,23001.824035657737,-0.032619014173094096,E,0,0,1,0,1
1845,2023-03,47,62,174.860063398923,9530.225788775973,-0.004721073783058426,E,1,1,2,0,0
1846,2023-03,29,8,122.57133681962557,16466.322765806304,0.0323838903878085,N,1,0,0,0,0
1847,2023-03,63,50,221.58522469015458,16184.841199190469,0.01322239987912665,C,1,0,1,0,2
1848,2023-03,32,26,138.86525455489368,10365.529432544306,0.10944732128436507,W,0,0,0,0,0
1849,2023-03,59,11,288.25473537547253,31085.712097325468,0.16324898963736875,S,0,0,1,0,1
1850,2023-03,51,27,187.89833571307128,24085.97893070965,0.0923455941467391,N,0,0,0,0,0
1851,2023-03,35,6,240.10369632659362,23866.82977825055,-0.0899534765346044,N,0,1,4,0,0
1852,2023-03,71,57,232.10105481620377,32227.174562806245,-0.11588140214143122,N,1,1,0,0,0
1853,2023-03,27,111,154.02663174347322,18701.630091491003,0.025588748232622235,N,1,0,0,0,2
1854,2023-03,58,125,172.0971786523327,12303.42125085452,0.01400895454261583,E,1,1,4,0,1
1855,2023-03,60,78,200.29940606171687,12369.111445847873,0.0004732485632645278,N,0,0,1,0,0
1856,2023-03,34,23,144.56391349665364,16385.42068009178,-0.20740370936273692,S,1,0,0,0,0
1857,2023-03,65,45,119.48051655196939,11355.084774029112,-0.1438909950748658,C,0,0,0,0,0
1858,2023-03,41,77,147.48825632242648,16854.757662604152,0.00238844468604617,E,1,0,2,0,2
1859,2023-03,49,14,186.68199807122846,19192.338388344357,0.0018772721341306434,C,0,0,1,0,0
1860,2023-03,48,20,179.73354581300788,21908.01893995655,-0.009440190000336031,N,0,0,1,0,0
1861,2023-03,42,48,166.40932050595666,14257.038633283913,-0.15120819721115086,S,0,0,2,0,0
1862,2023-03,57,12,152.0986700921534,11906.088637711004,0.08415384793253294,E,1,0,4,0,0
1863,2023-03,56,109,214.1307438482239,24683.86035130486,-0.07753928868522085,N,0,0,0,0,1
1864,2023-03,18,103,202.48666981880646,16493.990290332964,0.08462482262072617,N,0,1,0,0,0
1865,2023-03,64,29,137.1320793104049,9393.779779673538,0.0781648593680662,E,1,0,0,0,0
1866,2023-03,20,12,115.33615698139246,14014.533095064971,0.10933845517768621,E,0,0,2,0,2
1867,2023-03,60,34,202.55294971613398,14842.886274617966,0.03628618544142037,S,0,0,0,0,0
1868,2023-03,61,26,184.55998389444045,21827.71327581139,0.0041515710015524385,E,0,0,0,0,0
1869,2023-03,28,93,138.6568874493168,19323.991440323844,0.11355637492015883,S,0,0,4,0,1
1870,2023-03,38,20,233.56562943488635,14820.75906679614,-0.055360049692676806,N,1,0,1,0,0
1871,2023-03,28,16,72.33496716578922,10421.470224973906,0.18438441323223753,S,1,0,2,0,0
1872,2023-03,41,129,514.8373844437607,63048.380887351945,0.02104791238361001,N,0,0,2,0,1
1873,2023-03,40,26,181.22726165101437,22432.054723770932,-0.07541768882035209,N,1,0,0,0,1
1874,2023-03,56,13,194.07572796074805,14289.827102062558,0.11223241831999563,C,0,0,2,0,1
1875,2023-03,64,44,130.99215423647416,17657.864302896167,-0.08778366204040161,E,0,0,2,0,0
1876,2023-03,65,108,196.32364982809176,14504.368603412617,-0.01232590308390174,W,0,0,2,0,0
1877,2023-03,36,6,178.74055065934058,13265.37295436903,-0.01809079520390724,S,0,0,2,0,2
1878,2023-03,41,20,100.34863676717609,11884.972945150595,0.10681824407783652,S,0,0,1,0,0
1879,2023-03,19,24,142.78740622294148,7525.450799376601,-0.08164958825846508,N,1,0,0,0,0
1880,2023-03,32,15,153.20643185216107,18076.3555083214,-0.21087567744619912,N,1,1,2,1,1
1881,2023-03,59,26,328.63526635414826,28698.786126310097,0.16084025223130274,N,0,0,0,0,0
1882,2023-03,69,110,193.42101812006263,11057.703211669728,0.05447155006095178,W,0,0,0,0,0
1883,2023-03,26,29,118.05297645495081,8127.748562764662,-0.1352755603715716,E,1,0,1,0,0
1884,2023-03,36,50,171.43333028176608,24291.45746694362,-0.10801728476721582,E,1,0,0,0,1
1885,2023-03,44,13,139.07088832224917,20311.731817733827,0.06398000879421299,E,1,0,1,0,1
1886,2023-03,49,144,279.8905875071799,19408.201467180606,-0.042177631209627864,C,0,1,2,0,0
1887,2023-03,32,12,141.86543311162183,18314.036332890904,0.20971146418260345,N,1,1,2,0,2
1888,2023-03,51,18,169.76216876353408,23555.161035672852,-0.03553717615301998,S,0,0,1,0,0
1889,2023-03,37,65,68.31467499725915,3507.627435129728,-0.007770385439510689,S,0,0,2,0,0
1890,2023-03,44,30,63.52449950357305,6848.403428437374,-0.03320739190468038,W,0,0,0,0,1
1891,2023-03,53,54,106.3299582441233,11540.029589258269,0.08931875286289948,C,0,0,0,0,0
1892,2023-03,45,8,167.5951241333682,20006.59926454009,-0.0367058577710047,N,0,0,0,0,1
1893,2023-03,38,60,102.30256603951985,8048.8483546099105,-0.02900756674548152,C,0,0,1,0,1
1894,2023-03,43,10,190.65832991203132,15784.05330496564,-0.0013487317381401262,W,0,0,1,0,1
1895,2023-03,43,39,164.15857407221833,14153.738153147224,0.08311830428634016,N,1,0,0,0,0
1896,2023-03,39,189,146.83654979107985,19040.376152963276,-0.1362933204549062,S,0,0,2,0,1
1897,2023-03,41,2,94.61488084584674,6336.61140667714,0.09085382073271696,S,0,0,2,0,0
1898,2023-03,68,14,161.11555628704292,13922.842759324543,-0.025324339344778526,C,0,0,0,0,0
1899,2023-03,53,37,203.96093537123403,13101.064086858216,0.14607191975751108,N,1,0,3,0,0
1900,2023-03,40,5,311.9795573913427,41995.197206063516,0.23237890846419,W,0,1,1,0,0
1901,2023-03,55,17,159.42048182926266,23421.775078878058,-0.051888772035978775,S,0,0,2,0,0
1902,2023-03,39,65,58.01695467574525,4912.52495609169,-0.04647649148436426,W,0,0,3,0,0
1903,2023-03,62,38,406.13920545017913,43604.789154973085,0.04098050468009635,S,1,0,2,0,0
1904,2023-03,50,8,207.2931189938978,24113.548570746603,-0.04888820874632171,E,1,0,1,0,0
1905,2023-03,43,25,128.31381872430876,12604.062818874849,-0.01436280616753832,W,0,0,2,0,1
1906,2023-03,51,70,215.87841934125876,26003.945782193085,-0.0471795124745219,W,0,0,1,0,0
1907,2023-03,21,7,115.49968547694608,13337.798808338623,0.04071359692228609,C,1,1,2,0,1
1908,2023-03,28,8,204.0409535526,11229.887074806322,-0.19934522315709652,N,0,0,0,0,0
1909,2023-03,27,8,104.34656022972649,14175.347623649111,-0.19597155417048412,E,0,0,0,0,0
1910,2023-03,47,10,133.54438395736642,10627.175702608287,-0.21409313578867395,N,0,0,2,0,1
1911,2023-03,70,41,392.8756271161237,39490.05453629984,-0.07467899810039312,S,0,1,0,0,0
1912,2023-03,78,5,305.61041854378783,25628.408840881435,0.19555854965676117,E,0,0,0,0,0
1913,2023-03,54,2,208.13936328502643,14567.966134799139,-0.13019864421944305,S,0,1,2,0,0
1914,2023-03,52,36,324.16658931937735,37181.34435073187,0.044356182717502385,E,1,1,1,0,0
1915,2023-03,18,48,115.7873036720563,8811.420398666298,0.003117674202739986,C,1,0,4,0,0
1916,2023-03,36,14,201.39783633332775,12006.567721605827,-0.10771920329016252,N,0,1,1,0,0
1917,2023-03,33,14,250.95900338299506,36735.70500732068,-0.0022427064915464695,E,1,1,1,0,0
1918,2023-03,35,56,200.99355184822608,27645.77470356667,-0.03017722771130864,S,0,0,0,0,2
1919,2023-03,42,98,91.14458707944557,5387.381296478338,0.05490626223333354,N,0,0,0,0,1
1920,2023-03,37,100,131.32078351493433,12960.859254667974,-0.02700705779173518,N,0,0,1,0,0
1921,2023-03,18,2,98.27546480533894,5193.9054765771725,0.0516814952030189,C,1,0,3,0,0
1922,2023-03,56,203,223.84848663618695,21343.381355645397,-0.03704082785529956,C,1,0,1,0,0
1923,2023-03,28,45,125.40047564744307,9500.98199049508,-0.16223259249181632,C,1,0,0,0,1
1924,2023-03,48,122,148.17671607026676,20642.62984554997,-0.020356538925638015,C,1,0,1,0,3
1925,2023-03,76,28,384.68748731302423,21962.866994204913,0.11080475749099057,N,0,0,0,0,0
1926,2023-03,31,2,123.80794724314559,10898.975913425134,0.01967954858299111,S,1,0,1,0,0
1927,2023-03,18,47,224.83066963528063,21544.223148854056,-0.0888027090324333,E,1,1,1,0,0
1928,2023-03,40,79,100.23164084064133,13347.730879725106,-0.06577327992083712,E,1,0,0,1,7
1929,2023-03,61,17,297.3276729348512,33763.83292969985,-0.04019212987233088,S,0,0,0,0,0
1930,2023-03,74,25,268.50849445023584,18270.151264814172,-0.0775329568308889,S,0,0,0,0,0
1931,2023-03,26,107,140.29035870837828,12966.320504910202,-0.04122580710634807,E,0,0,2,0,1
1932,2023-03,52,10,139.14155593622826,8849.314614286208,-0.04805421077112915,E,0,1,1,0,0
1933,2023-03,38,12,200.8274742641758,28797.80926750958,0.04043277261603411,N,0,0,1,0,1
1934,2023-03,43,8,113.83308468934617,9705.539638931836,0.03226899823041894,E,0,0,1,0,0
1935,2023-03,84,54,184.89196883107013,11390.355137785164,-0.10845459099011129,E,0,1,2,0,1
1936,2023-03,22,4,201.41003984405836,24789.051453498327,0.14898273451730223,E,0,1,2,0,0
1937,2023-03,48,44,64.10092446408049,9239.071291642298,-0.08333384988645019,N,0,0,1,0,0
1938,2023-03,52,144,102.6335954986523,9728.629921115118,0.05586183929439074,W,0,0,1,0,0
